front           ,-ənt         ,
alright         ,-aɪt         ,
question        ,-ɛstʃən      ,
light           ,-aɪt         ,
full            ,-ʊl          ,
outside         ,-aʊtsaɪd     ,
able            ,-eɪbəl       ,
small           ,-ɔl          ,
black           ,-æk          ,
trust           ,-əst         ,
answer          ,-ænsər       ,
reason          ,-izən        ,
six             ,-ɪks         ,
town            ,-aʊn         ,
hate            ,-eɪt         ,
living          ,-ɪvɪŋ        ,
trouble         ,-əbəl        ,
lady            ,-eɪdi        ,
send            ,-ɛnd         ,
order           ,-ɔrdər       ,
book            ,-ʊk          ,
lose            ,-uz          ,
promise         ,-ɑmɪs        ,
shoot           ,-ut          ,
uncle           ,-əŋkəl       ,
ahead           ,-ɛd          ,
tried           ,-aɪd         ,
line            ,-aɪn         ,
wow             ,-aʊ          ,
gun             ,-ən          ,
touch           ,-ətʃ         ,
save            ,-eɪv         ,
leaving         ,-ivɪŋ        ,
serious         ,-iriəs       ,
sick            ,-ɪk          ,
couple          ,-əpəl        ,
lord            ,-ɔrd         ,
pick            ,-ɪk          ,
telling         ,-ɛlɪŋ        ,
daddy           ,-ædi         ,
office          ,-ɔfɪs        ,
hair            ,-ɜr          ,
clear           ,-ir          ,
feeling         ,-ilɪŋ        ,
power           ,-aʊər        ,
alive           ,-aɪv         ,
news            ,-uz          ,
team            ,-im          ,
calm            ,-ɑm          ,
hour            ,-aʊr         ,
fact            ,-ækt         ,
white           ,-aɪt         ,
special         ,-ɛʃəl        ,
dream           ,-im          ,
cold            ,-oʊld        ,
dance           ,-æns         ,
write           ,-aɪt         ,
company         ,-əmpəni      ,
drive           ,-aɪv         ,
perfect         ,-ərfɛkt      ,
red             ,-ɛd          ,
dinner          ,-ɪnər        ,
law             ,-ɔ           ,
sex             ,-ɛks         ,
win             ,-ɪn          ,
king            ,-ɪŋ          ,
million         ,-ɪljən       ,
human           ,-umən        ,
film            ,-ɪlm         ,
fast            ,-æst         ,
plan            ,-æn          ,
ten             ,-ɛn          ,
taken           ,-eɪkən       ,
running         ,-ənɪŋ        ,
sent            ,-ɛnt         ,
careful         ,-ɜrfəl       ,
anybody         ,-ɑdi         ,
beat            ,-it          ,
follow          ,-ɑloʊ        ,
earth           ,-ɜrθ         ,
sing            ,-ɪŋ          ,
coffee          ,-ɔfi         ,
john            ,-ɑn          ,
top             ,-ɑp          ,
catch           ,-ætʃ         ,
luck            ,-ək          ,
hospital        ,-ɑspɪtəl     ,
street          ,-it          ,
sort            ,-ɔrt         ,
poor            ,-ʊr          ,
quiet           ,-aɪɪt        ,
lucky           ,-əki         ,
hang            ,-æŋ          ,
sound           ,-aʊnd        ,
sweet           ,-it          ,
return          ,-ɜrn         ,
control         ,-oʊl         ,
past            ,-æst         ,
safe            ,-eɪf         ,
master          ,-æstər       ,
wake            ,-eɪk         ,
lie             ,-i           ,
felt            ,-ɛlt         ,
class           ,-æs          ,
till            ,-ɪl          ,
air             ,-ɜr          ,
fall            ,-ɔl          ,
possible        ,-ɑsəbəl      ,
jack            ,-æk          ,
learn           ,-ɜrn         ,
evening         ,-ivnɪŋ       ,
bastard         ,-æstərd      ,
mad             ,-æd          ,
sign            ,-aɪn         ,
fault           ,-ɔlt         ,
strange         ,-eɪndʒ       ,
clean           ,-in          ,
meeting         ,-itɪŋ        ,
bet             ,-ɛt          ,
longer          ,-ɔŋər        ,
song            ,-ɔŋ          ,
somewhere       ,-əmhwɜr      ,
tired           ,-aɪərd       ,
less            ,-ɛs          ,
road            ,-oʊd         ,
kiss            ,-ɪs          ,
calling         ,-ɔlɪŋ        ,
movie           ,-uvi         ,
dude            ,-ud          ,
eye             ,-aɪ          ,
early           ,-irli        ,
seem            ,-im          ,
pass            ,-æs          ,
future          ,-utʃər       ,
pull            ,-ʊl          ,
sell            ,-ɛl          ,
born            ,-ɔrn         ,
sense           ,-ɛns         ,
step            ,-ɛp          ,
birthday        ,-eɪ          ,
secret          ,-ikrɪt       ,
piece           ,-is          ,
yesterday       ,-ɛstərdi     ,
picture         ,-ɪktʃər      ,
finish          ,-ɪnɪʃ        ,
age             ,-eɪdʒ        ,
mouth           ,-aʊθ         ,
idiot           ,-ɪdiət       ,
drop            ,-ɑp          ,
month           ,-ənθ         ,
throw           ,-oʊ          ,
known           ,-oʊn         ,
land            ,-ænd         ,
clothes         ,-oʊz         ,
captain         ,-æptən       ,
pain            ,-eɪn         ,
busy            ,-ɪzi         ,
voice           ,-ɔɪs         ,
explain         ,-eɪn         ,
given           ,-ɪvən        ,
marry           ,-æri         ,
quick           ,-ɪk          ,
seeing          ,-iiŋ         ,
wonderful       ,-əndərfəl    ,
strong          ,-ɔŋ          ,
glad            ,-æd          ,
moving          ,-uvɪŋ        ,
state           ,-eɪt         ,
forgive         ,-ɪv          ,
bag             ,-æɡ          ,
sun             ,-ən          ,
act             ,-ækt         ,
none            ,-oʊn         ,
happening       ,-æpənɪŋ      ,
girlfriend      ,-ɛnd         ,
laughing        ,-æfɪŋ        ,
president       ,-ɛzɪdənt     ,
relax           ,-æks         ,
finished        ,-ɪnɪʃt       ,
rock            ,-ɑk          ,
train           ,-eɪn         ,
seven           ,-ɛvən        ,
worth           ,-ɜrθ         ,
wonder          ,-əndər       ,
wear            ,-ɜr          ,
floor           ,-oʊr         ,
ride            ,-aɪd         ,
wedding         ,-ɛdɪŋ        ,
dark            ,-ɑrk         ,
date            ,-eɪt         ,
ball            ,-ɔl          ,
christmas       ,-ɪsməs       ,
decided         ,-aɪdɪd       ,
imagine         ,-ædʒɪn       ,
building        ,-ɪldɪŋ       ,
worse           ,-ɜrs         ,
swear           ,-ɜr          ,
goodbye         ,-aɪ          ,
weird           ,-ird         ,
mum             ,-əm          ,
mistake         ,-eɪk         ,
station         ,-eɪʃən       ,
worried         ,-ɜrid        ,
normal          ,-ɔrməl       ,
kept            ,-ɛpt         ,
buddy           ,-ədi         ,
short           ,-ɔrt         ,
fear            ,-ir          ,
broke           ,-oʊk         ,
missing         ,-ɪsiŋ        ,
fool            ,-ul          ,
choice          ,-ɔɪs         ,
teacher         ,-itʃər       ,
hotel           ,-ɛl          ,
blue            ,-u           ,
fish            ,-ɪʃ          ,
paid            ,-eɪd         ,
american        ,-ɛrɪkən      ,
near            ,-ir          ,
middle          ,-ɪdəl        ,
report          ,-oʊrt        ,
smell           ,-ɛl          ,
officer         ,-ɔfɪsər      ,
fell            ,-ɛl          ,
peace           ,-is          ,
simple          ,-ɪmpəl       ,
single          ,-ɪŋɡəl       ,
darling         ,-ɑrlɪŋ       ,
america         ,-ɛrɪkə       ,
round           ,-aʊnd        ,
group           ,-up          ,
difficult       ,-əlt         ,
government      ,-əvərnmənt   ,
christ          ,-aɪst        ,
lying           ,-aɪɪŋ        ,
spend           ,-ɛnd         ,
accident        ,-æksɪdənt    ,
dangerous       ,-eɪndʒərəs   ,
enjoy           ,-ɔɪ          ,
join            ,-ɔɪn         ,
hungry          ,-əŋgri       ,
bank            ,-æŋk         ,
murder          ,-ɜrdər       ,
present         ,-ɛzənt       ,
sea             ,-i           ,
attack          ,-æk          ,
eight           ,-eɪt         ,
message         ,-ɛsɪdʒ       ,
boyfriend       ,-ɛnd         ,
fly             ,-aɪ          ,
system          ,-ɪstəm       ,
attention       ,-ɛnʃən       ,
drunk           ,-əŋk         ,
respect         ,-ɛkt         ,
deep            ,-ip          ,
paper           ,-eɪpər       ,
star            ,-ɑr          ,
amazing         ,-eɪzɪŋ       ,
hide            ,-aɪd         ,
david           ,-eɪvɪd       ,
mama            ,-ɑmə         ,
tea             ,-i           ,
cry             ,-aɪ          ,
table           ,-eɪbəl       ,
rich            ,-ɪtʃ         ,
speaking        ,-ikɪŋ        ,
situation       ,-eɪʃən       ,
ice             ,-aɪs         ,
history         ,-ɪstəri      ,
marriage        ,-irɑdʒ       ,
army            ,-ɑrmi        ,
teach           ,-itʃ         ,
boat            ,-oʊt         ,
figure          ,-ɪɡjər       ,
letter          ,-ɛtər        ,
security        ,-ʊrɪti       ,
sad             ,-æd          ,
ring            ,-ɪŋ          ,
information     ,-eɪʃən       ,
general         ,-ɛnərəl      ,
lovely          ,-əvli        ,
smoke           ,-oʊk         ,
court           ,-oʊrt        ,
angry           ,-æŋgri       ,
sitting         ,-ɪtɪŋ        ,
dare            ,-ɜr          ,
crying          ,-aɪɪŋ        ,
thousand        ,-aʊzənd      ,
interesting     ,-ɪntərɪstɪŋ  ,
soul            ,-oʊl         ,
trip            ,-ɪp          ,
club            ,-əb          ,
count           ,-aʊnt        ,
mess            ,-ɛs          ,
handle          ,-ændəl       ,
key             ,-i           ,
camera          ,-æmərə       ,
box             ,-ɑks         ,
entire          ,-aɪər        ,
cute            ,-ut          ,
bus             ,-əs          ,
card            ,-ɑrd         ,
bar             ,-ɑr          ,
blow            ,-oʊ          ,
terrible        ,-ɛrəbəl      ,
interested      ,-ɪntərɪstɪd  ,
quit            ,-ɪt          ,
force           ,-oʊrs        ,
lunch           ,-əntʃ        ,
cover           ,-əvər        ,
chief           ,-if          ,
stick           ,-ɪk          ,
michael         ,-aɪkəl       ,
smart           ,-ɑrt         ,
charge          ,-ɑrdʒ        ,
expect          ,-ɛkt         ,
college         ,-ukʊ         ,
seat            ,-it          ,
sake            ,-eɪk         ,
beer            ,-ir          ,
test            ,-ɛst         ,
brain           ,-eɪn         ,
paul            ,-ɔl          ,
area            ,-ɜriə        ,
visit           ,-ɪzɪt        ,
fix             ,-ɪks         ,
english         ,-ɪŋglɪʃ      ,
hundred         ,-əndrɪd      ,
sleeping        ,-ipɪŋ        ,
fair            ,-ɜr          ,
agree           ,-i           ,
tom             ,-ɑm          ,
broken          ,-oʊkən       ,
bill            ,-ɪl          ,
frank           ,-ɑnk         ,
fat             ,-æt          ,
record          ,-ɔrd         ,
lead            ,-id          ,
scene           ,-in          ,
bloody          ,-ədi         ,
art             ,-ɑrt         ,
afternoon       ,-un          ,
except          ,-ɛpt         ,
continue        ,-ɪnju        ,
joke            ,-oʊk         ,
accept          ,-ɛpt         ,
laugh           ,-æf          ,
holy            ,-oʊli        ,
certain         ,-ɜrtən       ,
dress           ,-ɛs          ,
cell            ,-ɛl          ,
surprise        ,-aɪz         ,
church          ,-ɜrtʃ        ,
public          ,-əblɪk       ,
ground          ,-aʊnd        ,
tough           ,-əf          ,
window          ,-ɪndoʊ       ,
impossible      ,-ɑsəbəl      ,
neither         ,-iðər        ,
protect         ,-ɛkt         ,
park            ,-ɑrk         ,
eating          ,-itɪŋ        ,
horse           ,-ɔrs         ,
village         ,-ɪlɪdʒ       ,
bullshit        ,-ɪt          ,
pleasure        ,-ɛʒər        ,
crap            ,-æp          ,
radio           ,-oʊ          ,
prison          ,-ɪzən        ,
third           ,-ɜrd         ,
store           ,-oʊr         ,
george          ,-ɔrdʒ        ,
service         ,-ɜrvɪs       ,
type            ,-aɪp         ,
shop            ,-ɑp          ,
proud           ,-aʊd         ,
killing         ,-ɪlɪŋ        ,
offer           ,-ɔfər        ,
slow            ,-oʊ          ,
dying           ,-aɪɪŋ        ,
standing        ,-ændiŋ       ,
cop             ,-ɑp          ,
carry           ,-æri         ,
sam             ,-æm          ,
summer          ,-əmər        ,
share           ,-ɜr          ,
gay             ,-eɪ          ,
wall            ,-ɔl          ,
evidence        ,-ɛvɪdəns     ,
evil            ,-ivəl        ,
huge            ,-udʒ         ,
cash            ,-æʃ          ,
madam           ,-ædəm        ,
gift            ,-ɪft         ,
mark            ,-ɑrk         ,
space           ,-eɪc         ,
dirty           ,-ɜrti        ,
jump            ,-əmp         ,
crime           ,-aɪm         ,
smile           ,-aɪl         ,
walking         ,-ɔkɪŋ        ,
french          ,-ɛntʃ        ,
ship            ,-ɪp          ,
jail            ,-eɪl         ,
kick            ,-ɪk          ,
plane           ,-eɪn         ,
personal        ,-ɜrsənəl     ,
machine         ,-in          ,
forward         ,-ɔrwərd      ,
goddamn         ,-æm          ,
study           ,-ədi         ,
driving         ,-aɪvɪŋ       ,
wine            ,-aɪn         ,
mate            ,-ɑteɪ        ,
tree            ,-i           ,
beginning       ,-ɪnɪŋ        ,
gold            ,-oʊld        ,
green           ,-in          ,
cat             ,-æt          ,
reach           ,-itʃ         ,
list            ,-ɪst         ,
spent           ,-ɛnt         ,
glass           ,-æs          ,
difference      ,-ɪfərəns     ,
grandma         ,-ɑ           ,
realize         ,-aɪz         ,
suppose         ,-oʊz         ,
bear            ,-ɜr          ,
honor           ,-ɑnər        ,
begin           ,-ɪn          ,
heaven          ,-ɛvən        ,
position        ,-ɪʃən        ,
apartment       ,-ɑrtmənt     ,
foot            ,-ʊt          ,
mary            ,-ɛɜri        ,
choose          ,-uz          ,
private         ,-aɪvɪt       ,
cross           ,-ɔs          ,
push            ,-ʊʃ          ,
clock           ,-ɑk          ,
self            ,-ɛlf         ,
grow            ,-oʊ          ,
otherwise       ,-aɪz         ,
sky             ,-aɪ          ,
jimmy           ,-ɪmi         ,
stuck           ,-ək          ,
relationship    ,-ɪp          ,
river           ,-ɪvər        ,
north           ,-ɔrθ         ,
action          ,-ækʃən       ,
nine            ,-aɪn         ,
island          ,-aɪlənd      ,
writing         ,-aɪtɪŋ       ,
wind            ,-ɪnd         ,
field           ,-ild         ,
truck           ,-ək          ,
honest          ,-ɑnɪst       ,
pregnant        ,-ɛgnənt      ,
chicken         ,-ɪkən        ,
south           ,-aʊθ         ,
band            ,-ænd         ,
upset           ,-ɛt          ,
closed          ,-oʊzd        ,
owe             ,-oʊ          ,
support         ,-oʊrt        ,
bother          ,-ɑðər        ,
involved        ,-ɑlvd        ,
moon            ,-un          ,
peter           ,-itər        ,
nervous         ,-ɜrvəs       ,
contact         ,-ɑntækt      ,
experience      ,-iriəns      ,
taste           ,-eɪst        ,
low             ,-oʊ          ,
dick            ,-ɪk          ,
bathroom        ,-um          ,
aunt            ,-ænt         ,
decide          ,-aɪd         ,
killer          ,-ɪlər        ,
drinking        ,-ɪŋkɪŋ       ,
treat           ,-it          ,
director        ,-ɛktər       ,
lawyer          ,-ɔjər        ,
hole            ,-oʊl         ,
price           ,-aɪs         ,
grab            ,-æb          ,
judge           ,-ədʒ         ,
major           ,-eɪdʒər      ,
match           ,-ætʃ         ,
professor       ,-ɛsər        ,
ben             ,-ɛn          ,
written         ,-ɪtən        ,
double          ,-əbəl        ,
spirit          ,-ɪrɪt        ,
press           ,-ɛs          ,
queen           ,-in          ,
leg             ,-ɛɡ          ,
computer        ,-utər        ,
rain            ,-eɪn         ,
gas             ,-æs          ,
beauty          ,-uti         ,
decision        ,-ɪʒən        ,
partner         ,-ɑrtnər      ,
famous          ,-eɪməs       ,
form            ,-ɔrm         ,
doubt           ,-aʊt         ,
silly           ,-ɪli         ,
paris           ,-ærɪs        ,
kitchen         ,-ɪtʃən       ,
empty           ,-ɛmpti       ,
ray             ,-eɪ          ,
magic           ,-ædʒɪk       ,
escape          ,-eɪp         ,
waste           ,-eɪst        ,
address         ,-ɛs          ,
search          ,-ɜrtʃ        ,
board           ,-oʊrd        ,
asleep          ,-ip          ,
favor           ,-eɪvər       ,
stage           ,-eɪdʒ        ,
mike            ,-aɪk         ,
agent           ,-eɪdʒənt     ,
fit             ,-ɪt          ,
lee             ,-i           ,
nose            ,-oʊz         ,
suit            ,-ut          ,
race            ,-eɪs         ,
notice          ,-oʊtɪs       ,
steal           ,-il          ,
grandpa         ,-ɑ           ,
rid             ,-ɪd          ,
grand           ,-ænd         ,
roll            ,-oʊl         ,
allow           ,-aʊ          ,
nature          ,-eɪtʃər      ,
bob             ,-ɑb          ,
prove           ,-uv          ,
hero            ,-iroʊ        ,
memory          ,-ɛməri       ,
level           ,-ɛvəl        ,
above           ,-əv          ,
sold            ,-oʊld        ,
worst           ,-ɜrst        ,
mission         ,-ɪʃən        ,
understood      ,-ʊd          ,
detective       ,-ɛktɪv       ,
energy          ,-ɛnərdʒi     ,
appreciate      ,-eɪt         ,
warm            ,-ɔrm         ,
chinese         ,-iz          ,
papa            ,-ɑpɑ         ,
nuts            ,-əts         ,
heavy           ,-ɛvi         ,
knock           ,-ɑk          ,
flight          ,-aɪt         ,
meat            ,-it          ,
final           ,-aɪnəl       ,
acting          ,-æktɪŋ       ,
raise           ,-eɪz         ,
guard           ,-ɑrd         ,
cost            ,-ɔst         ,
cup             ,-əp          ,
spot            ,-ɑt          ,
sweetheart      ,-ɑrt         ,
reading         ,-idɪŋ        ,
patient         ,-eɪʃɛnt      ,
wild            ,-aɪld        ,
pants           ,-ænts        ,
burn            ,-ɜrn         ,
harry           ,-æri         ,
cook            ,-uk          ,
van             ,-ɑn          ,
learned         ,-ɜrnd        ,
princess        ,-ɪnsɪs       ,
arm             ,-ɑrm         ,
enemy           ,-ɛnəmi       ,
blame           ,-eɪm         ,
max             ,-æks         ,
complete        ,-it          ,
favorite        ,-eɪvərɪt     ,
military        ,-ɛri         ,
animal          ,-ænəməl      ,
tight           ,-aɪt         ,
closer          ,-oʊzər       ,
excellent       ,-ɛksələnt    ,
sarah           ,-ɜrə         ,
apart           ,-ɑrt         ,
flying          ,-aɪɪŋ        ,
necessary       ,-ɛri         ,
driver          ,-aɪvər       ,
planet          ,-ænɪt        ,
fresh           ,-ɛʃ          ,
faith           ,-eɪθ         ,
student         ,-udənt       ,
holding         ,-oʊldɪŋ      ,
following       ,-ɑloʊɪŋ      ,
wash            ,-ɑʃ          ,
east            ,-ist         ,
ugly            ,-əgli        ,
interest        ,-ɪntərɪst    ,
knife           ,-aɪf         ,
restaurant      ,-ɑnt         ,
breathe         ,-ið          ,
arrest          ,-ɛst         ,
milk            ,-ɪlk         ,
west            ,-ɛst         ,
tape            ,-eɪp         ,
lock            ,-ɑk          ,
beach           ,-itʃ         ,
duty            ,-uti         ,
ways            ,-eɪz         ,
blind           ,-aɪnd        ,
fantastic       ,-æstɪk       ,
twenty          ,-ɛnti        ,
ghost           ,-oʊst        ,
breakfast       ,-ɛkfəst      ,
pray            ,-eɪ          ,
london          ,-əndən       ,
built           ,-ɪlt         ,
build           ,-ɪld         ,
angel           ,-eɪndʒəl     ,
shirt           ,-ɜrt         ,
hiding          ,-aɪdɪŋ       ,
practice        ,-æktɪs       ,
department      ,-ɑrtmənt     ,
language        ,-æŋgwɪdʒ     ,
skin            ,-ɪn          ,
according       ,-ɔrdɪŋ       ,
stole           ,-oʊl         ,
further         ,-ɜrðər       ,
upstairs        ,-æərz        ,
lay             ,-eɪ          ,
market          ,-ɑrkɪt       ,
nick            ,-ɪk          ,
drug            ,-ʊɡ          ,
rule            ,-ul          ,
risk            ,-ɪsk         ,
cousin          ,-æn          ,
large           ,-ɑrdʒ        ,
shame           ,-eɪm         ,
mention         ,-ɛnʃən       ,
coach           ,-oʊtʃ        ,
bomb            ,-ɑm          ,
several         ,-ɛvərəl      ,
neck            ,-ɛk          ,
bunch           ,-əntʃ        ,
photo           ,-oʊtoʊ       ,
sweetie         ,-iti         ,
video           ,-oʊ          ,
extra           ,-ɛkstrə      ,
screw           ,-u           ,
national        ,-æʃənəl      ,
